restaurant_id,title,sub_title,description,price_range,category_name,address,neighborhood,street,city,postal_code,state,country_code,website,phone,phone_unformatted,latitude,longitude,plus_code,place_id,fid,cid,total_score,permanently_closed,temporarily_closed,claim_this_business,reviews_count,reviews_one_star,reviews_two_star,reviews_three_star,reviews_four_star,reviews_five_star,images_count,categories,image_categories,popular_times_live_text,popular_times_live_percent,scraped_at,reserve_table_url,google_food_url,menu,located_in,image_url,search_string,language,is_advertisement,opening_hours,top_review_tags
235,Mr Chan Restaurant,,"Cantonese, Peking and Szechuan fare in a bustling Chinese restaurant with a modern oriental feel.",$$,Chinese restaurant,"17 Regent Rd, Sea Point, Cape Town, 8060, South Africa",Sea Point,17 Regent Rd,Cape Town,8060,,ZA,http://www.mrchan.co.za/,+27 79 826 6027,+27798266027,-33.9195016,18.3858952,"39JP+59 De Waterkant, Cape Town, South Africa",ChIJwU2eRBRAzB0RTLNpbAEcwQo,0x1dcc4014449e4dc1:0xac11c016c69b34c,774931403323847500,4,False,False,False,231,21,12,33,54,111,139,Chinese restaurant,"All, Food & drink, Videos, Vibe, Noodle, By owner, Street View & 360°",,,2025-06-27T19:51:55.420Z,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS9hqKHFZE1t0IkmDDdONuP1HM3DykcXDtTokj2EmMCsOBU653YCa9HyfkmWMkVSDkP-O_URoGZe8oKzvndFOX3FIQcS3HRgylJTg4ViHSW2EDS9K7DmnWh4HmpvFg1TliZo0=w408-h306-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mr%20Chan%20Restaurant&query_place_id=ChIJwU2eRBRAzB0RTLNpbAEcwQo,en,False,"{'day': 'Monday', 'hours': '11:30\u202fAM to 2:30\u202fPM, 5:30 to 9:30\u202fPM'} | {'day': 'Tuesday', 'hours': '11:30\u202fAM to 2:30\u202fPM, 5:30 to 9:30\u202fPM'} | {'day': 'Wednesday', 'hours': '11:30\u202fAM to 2:30\u202fPM, 5:30 to 9:30\u202fPM'} | {'day': 'Thursday', 'hours': '11:30\u202fAM to 2:30\u202fPM, 5:30 to 9:30\u202fPM'} | {'day': 'Friday', 'hours': '11:30\u202fAM to 2:30\u202fPM, 5:30 to 9:30\u202fPM'} | {'day': 'Saturday', 'hours': '11:30\u202fAM to 2:30\u202fPM, 5:30 to 9:30\u202fPM'} | {'day': 'Sunday', 'hours': '11:30\u202fAM to 2:30\u202fPM, 5:30 to 9:30\u202fPM'}","salty(7), peking duck(6), cantonese cuisine(5), chow mein(4), abalone(2)"
236,Meeting Point-Tanzanian East African Cuisine,,,,African restaurant,"67 Strand St, Cape Town City Centre, Cape Town, 8001, South Africa",Cape Town City Centre,67 Strand St,Cape Town,8001,,ZA,http://www.ritasselection.co.za/,+27 83 622 8254,+27836228254,-33.9200185,18.4200834,"3CHC+X2 De Waterkant, Cape Town, South Africa",ChIJyy7Wv2ZnzB0Rj_Qhm6Mg_e0,0x1dcc6766bfd62ecb:0xedfd20a39b21f48f,17148898843151168655,4.5,False,False,False,391,12,8,29,59,283,301,"African restaurant, East African restaurant, Food court, Vegan restaurant","All, Latest, Videos, Menu, Food & drink, Vibe, Soup, By owner, Street View & 360°",As busy as it gets,85,2025-06-27T19:51:57.469Z,,,,,https://lh3.googleusercontent.com/p/AF1QipNsa0c_-zzbwtsQWH8S0MYtVm9OHABQhUbMGIcB=w427-h240-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Meeting%20Point-Tanzanian%20East%20African%20Cuisine&query_place_id=ChIJyy7Wv2ZnzB0Rj_Qhm6Mg_e0,en,False,"{'day': 'Monday', 'hours': '9\u202fAM to 10:30\u202fPM'} | {'day': 'Tuesday', 'hours': '9\u202fAM to 10:30\u202fPM'} | {'day': 'Wednesday', 'hours': '9\u202fAM to 10:30\u202fPM'} | {'day': 'Thursday', 'hours': '9\u202fAM to 10:30\u202fPM'} | {'day': 'Friday', 'hours': '9\u202fAM to 10:30\u202fPM'} | {'day': 'Saturday', 'hours': '9\u202fAM to 10:30\u202fPM'} | {'day': 'Sunday', 'hours': '9\u202fAM to 10:30\u202fPM'}","prices(37), music(7), experience(6), peanut beef(5), chapati(5)"
237,DASHI POKÉ (MOJO MARKET),,,,Hawaiian restaurant,"30 Regent Rd, Sea Point, Cape Town, 8060, South Africa",Sea Point,30 Regent Rd,Cape Town,8060,,ZA,http://www.myplacegroup.co.za/,+27 21 180 0674,+27211800674,-33.9192584,18.3858008,"39JP+78 De Waterkant, Cape Town, South Africa",ChIJ12VcBItnzB0RwSgV-dnVvx4,0x1dcc678b045c65d7:0x1ebfd5d9f91528c1,2215724673853106369,4.4,False,False,False,66,4,4,4,6,48,99,"Hawaiian restaurant, Health food restaurant, Japanese restaurant, Restaurant, Vietnamese restaurant","All, Menu, Food & drink, Vibe, Poke, Cafe, By owner, Street View & 360°",,,2025-06-27T19:51:56.544Z,,,,Mojo Market,https://lh3.googleusercontent.com/p/AF1QipMpO8055tijucsUjXFSGmQsOr8elITYX7E0UVeH=w408-h303-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=DASHI%20POKE%CC%81%20(MOJO%20MARKET)&query_place_id=ChIJ12VcBItnzB0RwSgV-dnVvx4,en,False,"{'day': 'Monday', 'hours': '11\u202fAM to 10\u202fPM'} | {'day': 'Tuesday', 'hours': '11\u202fAM to 10\u202fPM'} | {'day': 'Wednesday', 'hours': '11\u202fAM to 10\u202fPM'} | {'day': 'Thursday', 'hours': '11\u202fAM to 10\u202fPM'} | {'day': 'Friday', 'hours': '11\u202fAM to 10\u202fPM'} | {'day': 'Saturday', 'hours': '11\u202fAM to 10\u202fPM'} | {'day': 'Sunday', 'hours': '11\u202fAM to 10\u202fPM'}","bowl(10), tempura prawn(5), black rice(4), cauliflower(3), salmon trout(2)"
238,Taj Cape Town,,"Opulent lodging spread over 3 striking buildings, offering 3 restaurants and an Ayurvedic spa.",$111,Hotel,"1 Wale Street corner Saint Georges Mall, Wale St, Cape Town City Centre, Cape Town, 8000, South Africa",Cape Town City Centre,"1 Wale Street corner Saint Georges Mall, Wale St",Cape Town,8000,,ZA,https://www.tajhotels.com/en-in/hotels/taj-cape-town/?utm_medium=Local&utm_source=Google&utm_campaign=taj-cape-town,+27 21 819 2000,+27218192000,-33.9244079,18.4197954,"3CG9+6W De Waterkant, Cape Town, South Africa",ChIJf87R9mRnzB0RYL4W8SzIR28,0x1dcc6764f6d1ce7f:0x6f47c82cf116be60,8018597756905373280,4.6,False,False,False,3772,102,50,186,617,2817,5225,"Hotel, Bar & grill, Conference center, Day spa, Event venue, Extended stay hotel, Fine dining restaurant, Holiday home, Tapas bar","All, Latest, Videos, Rooms, Exterior, Amenities, Food & drink, From visitors, By owner, Street View & 360°",,,2025-06-27T19:51:58.906Z,,,,,https://lh3.googleusercontent.com/p/AF1QipMsY_bZqiFY30dU4OuHADJ9dDZ5ebUCwU6QJZQU=w426-h240-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Taj%20Cape%20Town&query_place_id=ChIJf87R9mRnzB0RYL4W8SzIR28,en,False,,"spa(77), indian food(63), mountain(41), concierge(32), brasserie(30)"
239,The Falafel Guy - The Kiosk,,,,Takeout Restaurant,"Sea Point Pavillion, Beach Rd, Sea Point, Cape Town, 8005, South Africa",Sea Point,"Sea Point Pavillion, Beach Rd",Cape Town,8005,,ZA,https://www.instagram.com/thefalafelguysa/,,,-33.918039,18.385595,"39JP+Q6 De Waterkant, Cape Town, South Africa",ChIJLfooX0pnzB0R8tSuK4nCFMY,0x1dcc674a5f28fa2d:0xc614c2892baed4f2,14273247013443130610,4.5,False,False,False,205,12,9,8,11,165,93,"Takeout Restaurant, Halal restaurant, Middle Eastern restaurant, Vegan restaurant, Vegetarian restaurant","All, Menu, Videos, Food & drink, Vibe, By owner, Street View & 360°",Now: Usually not too busy,,2025-06-27T19:51:57.125Z,,,https://thefalafelguy.co.za/wp-content/uploads/2022/11/Online-menu.pdf,Food Court @ Broken Bath Beach,https://lh3.googleusercontent.com/p/AF1QipMYHTeST5qXJiLRvn7I98Y__HhZqY_tgKVkwpK6=w408-h544-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=The%20Falafel%20Guy%20-%20The%20Kiosk&query_place_id=ChIJLfooX0pnzB0R8tSuK4nCFMY,en,False,"{'day': 'Monday', 'hours': '9\u202fAM to 9:30\u202fPM'} | {'day': 'Tuesday', 'hours': '9\u202fAM to 9:30\u202fPM'} | {'day': 'Wednesday', 'hours': '9\u202fAM to 9:30\u202fPM'} | {'day': 'Thursday', 'hours': '9\u202fAM to 9:30\u202fPM'} | {'day': 'Friday', 'hours': '9\u202fAM to 9:30\u202fPM'} | {'day': 'Saturday', 'hours': '9\u202fAM to 10:30\u202fPM'} | {'day': 'Sunday', 'hours': '9\u202fAM to 9:30\u202fPM'}","falafel pita(19), shawarma(19), hummus(9), ingredients(9), experience(9)"
240,Atlantic Express Train Restaurant,,,$$,Family restaurant,"1B Regent Rd, Sea Point, Cape Town, 8060, South Africa",Sea Point,1B Regent Rd,Cape Town,8060,,ZA,https://atlanticexpress.co.za/,+27 21 271 0527,+27212710527,-33.9188818,18.3868588,"39JP+CP De Waterkant, Cape Town, South Africa",ChIJJa1HMyJnzB0RxJpFL6OnF5g,0x1dcc67223347ad25:0x9817a7a32f459ac4,10959412537543989956,4,False,False,False,1219,97,63,161,289,609,766,"Family restaurant, Breakfast restaurant, Fine dining restaurant, Takeout Restaurant","All, Latest, Videos, Menu, Food & drink, Vibe, Cappuccino, Banana split, Mojito, French fries, By owner, Street View & 360°",Less busy than usual,0,2025-06-27T19:51:57.651Z,,,https://drive.google.com/file/d/1RGWIXtKGCfRu4Ifjs0SVBZs8KYFRJ7Qn/view?usp=drive_link,,https://lh3.googleusercontent.com/p/AF1QipMYom0j_XUBfovynC4MgdeI5l3uf51JN8HIr7BZ=w408-h544-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Atlantic%20Express%20Train%20Restaurant&query_place_id=ChIJJa1HMyJnzB0RxJpFL6OnF5g,en,False,"{'day': 'Monday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Tuesday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Wednesday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Thursday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Friday', 'hours': '9\u202fAM to 12:30\u202fPM, 1:45 to 10:30\u202fPM'} | {'day': 'Saturday', 'hours': '8:30\u202fAM to 10:30\u202fPM'} | {'day': 'Sunday', 'hours': '8:30\u202fAM to 10\u202fPM'}","halaal(39), steak(34), pancakes(27), clean(19), food and service(14)"
241,NURI SUSHI CBD Cape Town,,"Unique sushi preparations & Asian fusion bites offered in a casual, contemporary atmosphere.",$$,Sushi restaurant,"8 Parliament St, Cape Town City Centre, Cape Town, 8000, South Africa",Cape Town City Centre,8 Parliament St,Cape Town,8000,,ZA,https://www.nuri.co.za/,+27 87 813 0044,+27878130044,-33.9242742,18.421935,"3CGC+7Q De Waterkant, Cape Town, South Africa",ChIJGw9IfGNnzB0R8OJCYUM-Mbk,0x1dcc67637c480f1b:0xb9313e436142e2f0,13344515629990994672,4.1,False,False,False,1916,159,75,189,484,1009,716,Sushi restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, Chow mein, Sushi, Street View & 360°",Not too busy,30,2025-06-27T19:51:58.688Z,,,https://www.nuri.co.za/wp-content/uploads/2019/09/Nuri-Take-Away-Menu-Compressed.pdf,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npRkDsoe2siU8OCDEgHR59oYbOz2OgK1wtDfwmIbIfAE0glh_IYTAIOioxl0AM5vRk3aOGjCayg8CSI1TclamiJ74qlnNswam9lrUcwMk5fJ1eGSsSUaRxLzOQay18529Fbij0O=w408-h306-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=NURI%20SUSHI%20CBD%20Cape%20Town&query_place_id=ChIJGw9IfGNnzB0R8OJCYUM-Mbk,en,False,"{'day': 'Monday', 'hours': '11:30\u202fAM to 9:30\u202fPM'} | {'day': 'Tuesday', 'hours': '11:30\u202fAM to 9:30\u202fPM'} | {'day': 'Wednesday', 'hours': '11:30\u202fAM to 9:30\u202fPM'} | {'day': 'Thursday', 'hours': '11:30\u202fAM to 9:30\u202fPM'} | {'day': 'Friday', 'hours': '11:30\u202fAM to 10\u202fPM'} | {'day': 'Saturday', 'hours': '11:30\u202fAM to 10\u202fPM'} | {'day': 'Sunday', 'hours': '11:30\u202fAM to 9:30\u202fPM'}","platter(32), burgers(23), bubble waffle(17), value(15), prawn(15)"
242,Salaam Mnandi Restaurant,,,,Restaurant,"The Castle of Good Hope Cnr Darling &, Buitenkant St, Cape Town City Centre, Cape Town, 8001, South Africa",Cape Town City Centre,"The Castle of Good Hope Cnr Darling &, Buitenkant St",Cape Town,8001,,ZA,https://www.salaammnandi.co.za/,+27 75 016 7719,+27750167719,-33.9253665,18.427401,"3CFG+VX De Waterkant, Cape Town, South Africa",ChIJU8FUsjlnzB0RlSxlVuOG0w4,0x1dcc6739b254c153:0xed386e356652c95,1068345847582108821,4.2,False,False,False,12,2,0,0,2,8,10,Restaurant,"All, Food & drink, Vibe, French fries, By owner",,,2025-06-27T19:52:03.144Z,,,,Castle of Good Hope,https://lh3.googleusercontent.com/p/AF1QipMROXZTEWp0pVRBLGO7VJ3oeZAFptGPraiUeKu5=w408-h544-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Salaam%20Mnandi%20Restaurant&query_place_id=ChIJU8FUsjlnzB0RlSxlVuOG0w4,en,False,"{'day': 'Monday', 'hours': '9\u202fAM to 4\u202fPM'} | {'day': 'Tuesday', 'hours': '9\u202fAM to 4\u202fPM'} | {'day': 'Wednesday', 'hours': '9\u202fAM to 4\u202fPM'} | {'day': 'Thursday', 'hours': '9\u202fAM to 4\u202fPM'} | {'day': 'Friday', 'hours': '9\u202fAM to 4\u202fPM'} | {'day': 'Saturday', 'hours': '9\u202fAM to 4\u202fPM'} | {'day': 'Sunday', 'hours': '10\u202fAM to 4\u202fPM'}","castle(2), cappuccino(2), cup(2), prices(2)"
243,The Poke Co.,,,,Health food restaurant,"Ground Floor - Shop 3, The Point, 76 Regent Rd, Sea Point, Cape Town, 8005, South Africa",Sea Point,"Ground Floor - Shop 3, The Point, 76 Regent Rd",Cape Town,8005,,ZA,https://pokecoct.com/,+27 87 701 9692,+27877019692,-33.9207261,18.3833064,"39HM+P8 De Waterkant, Cape Town, South Africa",ChIJCfRM1CJnzB0RtDErZE696-g,0x1dcc6722d44cf409:0xe8ebbd4e642b31b4,16783716580711936436,4.7,False,False,False,271,8,6,2,19,236,169,"Health food restaurant, Asian restaurant, Breakfast restaurant, Coffee shop, Takeout Restaurant, Poke bar, Salad shop, Seafood restaurant, Sushi restaurant, Vegan restaurant","All, Menu, Food & drink, Vibe, Poke, By owner, Street View & 360°",,,2025-06-27T19:51:59.669Z,,,https://thepokeco.5loyalty.com/order,,https://lh3.googleusercontent.com/p/AF1QipPDh3zxhTYvVSKYZFvAj7zyk-YStEOt2D0p1xQ3=w408-h272-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=The%20Poke%20Co.&query_place_id=ChIJCfRM1CJnzB0RtDErZE696-g,en,False,"{'day': 'Monday', 'hours': '8:30\u202fAM to 8:30\u202fPM'} | {'day': 'Tuesday', 'hours': '8:30\u202fAM to 8:30\u202fPM'} | {'day': 'Wednesday', 'hours': '8:30\u202fAM to 8:30\u202fPM'} | {'day': 'Thursday', 'hours': '8:30\u202fAM to 8:30\u202fPM'} | {'day': 'Friday', 'hours': '8:30\u202fAM to 8:30\u202fPM'} | {'day': 'Saturday', 'hours': '9:30\u202fAM to 8:30\u202fPM'} | {'day': 'Sunday', 'hours': '9:30\u202fAM to 8:30\u202fPM'}","priced(12), ingredients(11), customer service(9), lunch(7), brisket(6)"
244,Maharajah Indian Restaurant,,"Relaxed, unassuming eatery serving familiar Indian curries, rice dishes & vegetarian fare.",$$,Indian restaurant,"2 Woodside Rd, Tamboerskloof, Cape Town, 8001, South Africa",Tamboerskloof,2 Woodside Rd,Cape Town,8001,,ZA,http://www.maharajah.restaurant/,+27 21 424 6607,+27214246607,-33.9299249,18.4075224,"3CC5+22 De Waterkant, Cape Town, South Africa",ChIJ45x7iW9nzB0RISAfgVl5Blk,0x1dcc676f897b9ce3:0x59067959811f2021,6414948144561201185,4.3,False,False,False,909,60,31,49,174,595,371,"Indian restaurant, Takeout Restaurant, Restaurant","All, Latest, Videos, Menu, Food & drink, Vibe, Vindaloo, Curry, Tandoori chicken, Bunny chow, Chicken tikka masala, Korma, Butter chicken, By owner, Street View & 360°",A little busy,77,2025-06-27T19:51:59.529Z,https://www.google.com/maps/reserve/v/dine/c/n0CWr635dK4?source=pa&opi=79508299&hl=en-US&gei=X_ZeaIOoA--lptQPysHtqQ4&sourceurl=https://www.google.com/service/MapsPlaceService/GetPlace?hl%3Den%26authuser%3D0%26gl%3Dus%26q%3DMaharajah%2BIndian%2BRestaurant,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npw9AH_7wAj6Wkqz_nrH3u-adCZXi4ztxiBiCPhN3ZJf6u29aSnocyUUpUqKUoGRA0BZGqlBSg7oguoa7jV8UAXWLCl40VODhuiDL5YxyD3dsY22b_wwFa2BP6IcJDS3S4hRH4=w408-h307-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Maharajah%20Indian%20Restaurant&query_place_id=ChIJ45x7iW9nzB0RISAfgVl5Blk,en,False,"{'day': 'Monday', 'hours': '12:15 to 10\u202fPM'} | {'day': 'Tuesday', 'hours': '12:15 to 10\u202fPM'} | {'day': 'Wednesday', 'hours': '12:15 to 10\u202fPM'} | {'day': 'Thursday', 'hours': '12:15 to 10\u202fPM'} | {'day': 'Friday', 'hours': '12:15 to 10\u202fPM'} | {'day': 'Saturday', 'hours': '12:15 to 10\u202fPM'} | {'day': 'Sunday', 'hours': '12:15 to 9:30\u202fPM'}","butter chicken(28), evening(19), samoosas(17), bone(15), lamb curry(15)"
245,The Poke Co.,,,,Health food restaurant,"47 Kloof St, Gardens, Cape Town, 8001, South Africa",Gardens,47 Kloof St,Cape Town,8001,,ZA,https://pokecoct.com/,+27 21 286 9597,+27212869597,-33.9289036,18.4120457,"3CC6+CR De Waterkant, Cape Town, South Africa",ChIJyxQAjf5nzB0RkDE1X_9mKas,0x1dcc67fe8d0014cb:0xab2966ff5f353190,12333502301530829200,4.6,False,False,False,214,11,4,4,13,182,111,"Health food restaurant, Asian restaurant, Breakfast restaurant, Coffee shop, Takeout Restaurant, Poke bar, Salad shop, Seafood restaurant, Sushi restaurant, Vegan restaurant","All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°",,,2025-06-27T19:52:00.586Z,,,https://thepokeco.5loyalty.com/order,,https://lh3.googleusercontent.com/p/AF1QipP9KjBgfHASX7-s1S99oUh10FaVxRRnVxsz_SOr=w408-h257-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=The%20Poke%20Co.&query_place_id=ChIJyxQAjf5nzB0RkDE1X_9mKas,en,False,"{'day': 'Monday', 'hours': '8:30\u202fAM to 8:30\u202fPM'} | {'day': 'Tuesday', 'hours': '8:30\u202fAM to 8:30\u202fPM'} | {'day': 'Wednesday', 'hours': '8:30\u202fAM to 8:30\u202fPM'} | {'day': 'Thursday', 'hours': '8:30\u202fAM to 8:30\u202fPM'} | {'day': 'Friday', 'hours': '8:30\u202fAM to 8:30\u202fPM'} | {'day': 'Saturday', 'hours': '9:30\u202fAM to 8:30\u202fPM'} | {'day': 'Sunday', 'hours': '9:30\u202fAM to 8:30\u202fPM'}","lunch(8), take away(6), ingredients(5), fish(4), broth(3)"
246,Mountain Club Rooftop Bistro,,,,Restaurant,"12 Kloof Nek Rd, Tamboerskloof, Cape Town, 8000, South Africa",Tamboerskloof,12 Kloof Nek Rd,Cape Town,8000,,ZA,https://www.mountainclub.co.za/,+27 21 424 1133,+27214241133,-33.929816,18.4084645,"3CC5+39 De Waterkant, Cape Town, South Africa",ChIJT8vmHI9nzB0RqcMPHHxxwrE,0x1dcc678f1ce6cb4f:0xb1c2717c1c0fc3a9,12808925068055790505,4.2,False,False,False,104,8,8,9,14,65,147,Restaurant,"All, Menu, Videos, Food & drink, Vibe, By owner, Street View & 360°",Now: Usually as busy as it gets,,2025-06-27T19:52:02.051Z,,,https://40e35d85-a70f-4044-8886-526552203eb7.filesusr.com/ugd/130fff_4536a644592a4275855227e1e29fe806.pdf,Cloud 9 Boutique Hotel & Spa,https://lh3.googleusercontent.com/p/AF1QipPHCckcoZFJQv9HC6uLHwiuV-YOYnLxkcxTplFr=w408-h326-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mountain%20Club%20Rooftop%20Bistro&query_place_id=ChIJT8vmHI9nzB0RqcMPHHxxwrE,en,False,"{'day': 'Monday', 'hours': '12 to 11\u202fPM'} | {'day': 'Tuesday', 'hours': '12 to 11\u202fPM'} | {'day': 'Wednesday', 'hours': '12 to 11\u202fPM'} | {'day': 'Thursday', 'hours': '12 to 11\u202fPM'} | {'day': 'Friday', 'hours': '12 to 11\u202fPM'} | {'day': 'Saturday', 'hours': '12 to 11\u202fPM'} | {'day': 'Sunday', 'hours': '12 to 11\u202fPM'}","sushi(10), birthday(7), cocktails(6), table(6), experience(5)"
247,Villa 47,,,$$$,Italian restaurant,"47 Bree St, Cape Town City Centre, Cape Town, 8000, South Africa",Cape Town City Centre,47 Bree St,Cape Town,8000,,ZA,https://www.villa47.co.za/,+27 21 741 0250,+27217410250,-33.9193115,18.420414,"3CJC+75 De Waterkant, Cape Town, South Africa",ChIJK6TSwmZnzB0RdPrSt6J-_fg,0x1dcc6766c2d2a42b:0xf8fd7ea2b7d2fa74,17941635727847783028,4.5,False,False,False,1346,42,26,86,303,889,937,"Italian restaurant, Cocktail bar, Restaurant","All, Latest, Videos, Menu, Food & drink, Vibe, Risotto, Cappuccino, Tiramisu, Spaghetti, Carpaccio, Eggs Benedict, Scrambled eggs, Bar, Fettuccine, Pappardelle, Charcuterie, By owner, Street View & 360°",A little busy,55,2025-06-27T19:52:02.359Z,https://www.google.com/maps/reserve/v/dine/c/5PFFkN-0TJY?source=pa&opi=79508299&hl=en-US&gei=YfZeaNPiNcOgptQPmZGQwQ0&sourceurl=https://www.google.com/service/MapsPlaceService/GetPlace?hl%3Den%26authuser%3D0%26gl%3Dus%26q%3DVilla%2B47,,https://www.villa47.co.za/,,https://lh3.googleusercontent.com/p/AF1QipPDndLxuHeB5inzCcMblFRsGRMMQCcWabQOKBeq=w408-h499-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Villa%2047&query_place_id=ChIJK6TSwmZnzB0RdPrSt6J-_fg,en,False,"{'day': 'Monday', 'hours': '7\u202fAM to 10\u202fPM'} | {'day': 'Tuesday', 'hours': '7\u202fAM to 10\u202fPM'} | {'day': 'Wednesday', 'hours': '7\u202fAM to 10\u202fPM'} | {'day': 'Thursday', 'hours': '7\u202fAM to 10\u202fPM'} | {'day': 'Friday', 'hours': '7\u202fAM to 10\u202fPM'} | {'day': 'Saturday', 'hours': '8:30\u202fAM to 10\u202fPM'} | {'day': 'Sunday', 'hours': 'Closed'}","cocktails(15), morning(11), starters(11), seafood pasta(10), wine list(8)"
248,CHANDANI INDIAN CATERING & COOKING SCHOOL,,Classic Indian cuisine with big vegetarian selection in antiques-rich restaurant in Victorian house.,,Indian takeaway,"19 Firdale Ave, Gardens, Cape Town, 8001, South Africa",Gardens,19 Firdale Ave,Cape Town,8001,,ZA,,+27 21 447 7887,+27214477887,-33.9362594,18.4023373,"3C72+FW De Waterkant, Cape Town, South Africa",ChIJv09ntwpdzB0RchOGbh6HTIk,0x1dcc5d0ab7674fbf:0x894c871e6e861372,9893431046199186290,4.1,False,False,False,7,0,0,2,2,3,7,"Indian takeaway, Catering food and drink supplier, Cooking school, Restaurant","All, Food & drink, Comfort food, By owner, Street View & 360°",Now: Usually not too busy,,2025-06-27T19:52:06.479Z,,,,,https://lh3.googleusercontent.com/p/AF1QipNp5YiOzHoauNdVtB8ZJpULtr9SSTBW6uFYDJy1=w408-h306-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=CHANDANI%20INDIAN%20CATERING%20%26%20COOKING%20SCHOOL&query_place_id=ChIJv09ntwpdzB0RchOGbh6HTIk,en,False,"{'day': 'Monday', 'hours': 'Open 24 hours'} | {'day': 'Tuesday', 'hours': 'Open 24 hours'} | {'day': 'Wednesday', 'hours': 'Open 24 hours'} | {'day': 'Thursday', 'hours': 'Open 24 hours'} | {'day': 'Friday', 'hours': 'Open 24 hours'} | {'day': 'Saturday', 'hours': 'Closed'} | {'day': 'Sunday', 'hours': 'Open 24 hours'}",
249,Global Tribes Restaurant,,,,African restaurant,"58 Commercial St, Cape Town City Centre, Cape Town, 8001, South Africa",Cape Town City Centre,58 Commercial St,Cape Town,8001,,ZA,,+27 21 461 1552,+27214611552,-33.9284621,18.42204,"3CCC+JR De Waterkant, Cape Town, South Africa",ChIJd3TlhMZnzB0RG7-XRJ0tBc8,0x1dcc67c684e57477:0xcf052d9d4497bf1b,14917379494218546971,3.8,False,False,True,24,6,0,0,5,13,8,African restaurant,"All, Food & drink, Vibe, Street View & 360°",,,2025-06-27T19:52:03.382Z,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZTUTXc8XgA4qgBSAW8_Vb_g25pQQFroq5raw5tVgfh24jXbFS_8ngi98g0BKacx7Uwzl_v3oGN96QXYNrID6K6_hO1JERmpnjhDUvVGeGKNuO6eMUGlR7bZsCxYGGSWpvjPqz=w408-h306-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Global%20Tribes%20Restaurant&query_place_id=ChIJd3TlhMZnzB0RG7-XRJ0tBc8,en,False,,"tripe(4), salt(3)"
250,Plucky's Fried Chicken Korean Style,,,,Fast food restaurant,"Mojo Market, 30 Regent Rd, Sea Point, Cape Town, 8060, South Africa",Sea Point,"Mojo Market, 30 Regent Rd",Cape Town,8060,,ZA,http://pluckys.co.za/,+27 72 425 9964,+27724259964,-33.9192583,18.3858008,"39JP+78 De Waterkant, Cape Town, South Africa",ChIJXx3h-h5nzB0Rb4F7dFGNWVQ,0x1dcc671efae11d5f:0x54598d51747b816f,6078044553099313519,3.7,False,False,False,212,44,11,17,33,107,262,"Fast food restaurant, Breakfast restaurant, Chicken restaurant, Hamburger restaurant, Korean restaurant","All, Latest, Videos, Menu, Food & drink, Vibe, Comfort food, Lemonade, Hamburger, By owner, Street View & 360°",,,2025-06-27T19:52:04.259Z,,,https://www.pluckys.co.za/menu,,https://lh3.googleusercontent.com/p/AF1QipMPVbAIQpv_5kqjlojFMQFJhbSQdijY6MFCCyfv=w425-h240-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Plucky's%20Fried%20Chicken%20Korean%20Style&query_place_id=ChIJXx3h-h5nzB0Rb4F7dFGNWVQ,en,False,"{'day': 'Monday', 'hours': '11\u202fAM to 9\u202fPM'} | {'day': 'Tuesday', 'hours': '11\u202fAM to 9\u202fPM'} | {'day': 'Wednesday', 'hours': '11\u202fAM to 9\u202fPM'} | {'day': 'Thursday', 'hours': '11\u202fAM to 9\u202fPM'} | {'day': 'Friday', 'hours': '11\u202fAM to 11\u202fPM'} | {'day': 'Saturday', 'hours': '11\u202fAM to 11\u202fPM'} | {'day': 'Sunday', 'hours': '11\u202fAM to 9\u202fPM'}","korean food(11), money(11), voucher(9), milkshakes(9), bao buns(8)"
